id,title,company,location,salary,work_type,description,requirements,skills
11,Manual QC (Junior - Middle),OTS,Ha Noi,"900 - 1,600 USD",Not specified,"CƠ HỘI LÀM VIỆC VỚI PRODUCT HỆ THỐNG LỚN - CAREER PATH RÕ RÀNG - WORK-LIFE BALANCE!!!
MÔI TRƯỜNG PHÁT TRIỂN MỚI NHẤT: SỬ DỤNG AI (GEMINI/ CHAT GPT/ GITHUB COPILOT)
 Rakus Việt Nam là công ty 100% vốn đầu tư từ RAKUS Co., Ltd. - công ty nổi tiếng hàng đầu tại Nhật Bản cung cấp các dịch vụ đám mây (SaaS), giúp các doanh nghiệp điều hành hoạt động của mình một cách nhanh chóng, tiện dụng nhất.
Chúng tôi đang tuyển dụng 2 vị trí Middle/Senior Manual Tester: 
LÀM VIỆC OFFLINE FULLTIME TẠI VĂN PHÒNG HEADOFFICE QUẬN 12.
Tham gia team phát triển Hệ thống Web Application đang được sử dụng bởi hơn 10,000 Công ty tại Nhật Bản.
 Nếu:
・Bạn đang là Middle/Senior Manual Tester và mong muốn phát triển thành Team Leader trong tương lai.
・Bạn mong muốn môi trường làm việc lâu dài (ít nhất 3 năm trở lên)
・Bạn có năng lực tập trung và thích tìm hiểu sâu về 1 hệ thống.

Hãy đến với Rakus Việt Nam.
Là một Tester của Rakus VN, bạn sẽ chịu trách nhiệm đảm bảo chất lượng phần mềm & sản phẩm Web Application của chúng tôi, thực hiện nhiệm vụ kiểm thử như sau:
- Tạo test case chi tiết và tiến hành kiểm thử phần mềm.
- Thực hiện test, log lỗi và theo dõi tiến độ fix bug, gồm: Functional test, regression test, smoke test, Monkey test, integration test.
- Quản lý và theo dõi vòng đời các vấn đề trong hệ thống
- Kiểm soát chất lượng đảm bảo hệ thống/sản phẩm được tạo đúng như thiết kế
- Cải tạo/cập nhật các test cases hiện có để tăng hiệu quả và độ tin cậy
- Phối hợp chặt chẽ nhóm lập trình để đảm bảo chất lượng sản phẩm
- Báo cáo với Project Manager/ Project leader, tương tác với team phát triển để hiểu sản phẩm và các tính năng của chúng.","Yêu cầu cơ bản:
• Có từ 3 năm kinh nghiệm trở lên trong lĩnh vực Test Manual.
• Hiểu được các ứng dụng trên nền tảng Cloud, có kinh nghiệm trong kiểm thử Web app, đặc biệt là kiểm thử các Web app dựa trên ngôn ngữ Java.
• Có khả năng đọc hiểu tài liệu tốt.  
• Có khả năng trình bày tốt khi viết test case. 
• Có kiến thức tốt/ kinh nghiệm về quy trình và kỹ thuật Kiểm thử, có các kỹ năng kiểm thử (viết test cases, thực hiện Testcases, phát hiện lỗi, report lỗi, kiểm tra lỗi)
• Kỹ năng phân tích, điều tra sự ảnh hưởng tốt.
• Khả năng làm việc độc lập và cẩn thận, tỉ mỉ
• Khả năng tự quản lý và quản lý thời gian tốt, kỹ năng giải quyết vấn đề tốt
• Có tinh thần trách nhiệm trong công việc
• Kỹ năng giao tiếp tốt.
 Ưu tiên:
• Có kiến thức automation testing hoặc nền tảng về chuyên môn IT
• Có thể đọc hiểu tiếng Anh cơ bản
 Được cung cấp 100 % New Laptop ram 16GB + 2 màn hình cho nhân viên mới.","QA QC, Tester, Manual Tester, Software Products and Web Services"
12,"Fullstack Developer (Reactjs, Java)",OTS,Ho Chi Minh,"Up to 18,000,000 vnđ",Not specified,"- Tham gia phát triển, bảo trì và tối ưu hóa các website thương mại điện tử, đặc biệt là trên nền tảng CS-Cart.
- Thiết kế và xây dựng giao diện người dùng thân thiện, chuẩn UI/UX.
- Phát triển các tính năng mới cả về frontend và backend, đảm bảo hiệu suất và tính bảo mật.
- Phối hợp với team thiết kế, quản lý dự án và QA để triển khai sản phẩm chất lượng cao.
- Tham gia phân tích yêu cầu, đưa ra giải pháp kỹ thuật hợp lý cho các tính năng của hệ thống.
- Có kinh nghiệm custom addon, theme hoặc core trên CS-Cart.
- Làm việc theo mô hình labo, kỹ sư sẽ trở thành nhà phát triển chuyên trách của khách hàng, nhận chỉ thị và báo cáo trực tiếp với khách hàng Nhật Bản.","BẮT BUỘC:
- Có ít nhất 1–2 năm kinh nghiệm phát triển web fullstack (PHP, JavaScript).
- Có kinh nghiệm làm việc với một trong các framework: Laravel, Symfony, hoặc tương đương.
Thành thạo HTML, CSS, JavaScript (ưu tiên biết jQuery, và có kinh nghiệm xử lý responsive UI)
- Có khả năng tạo tài liệu thiết kế tổng quát và chi tiết để trình bày cho khách hàng.
- Có khả năng phân tích, tự học, và giải quyết vấn đề độc lập.
- Có kinh nghiệm thực tế với CS-Cart
 ƯU TIÊN:
- Ưu tiên ứng viên có sản phẩm thực tế hoặc đã từng tham gia phát triển hệ thống TMĐT.
- Ưu tiên ứng viên có kinh nghiệm làm việc trực tiếp với khách hàng Nhật hoặc từng làm việc trong mô hình labo.","Fullstack, HTML5, PHP, JavaScript, CSS, Laravel, Fullstack Developer, IT Services and IT Consulting"
13,Engineering Manager,ShopBack,Ho Chi Minh,You'll love it,Not specified,"Xây dựng khung quy trình công ty và chủ trì cải tiến hệ thống quy trình đặc biệt quy trình sản xuất phần mềm cho OS theo các công nghệ, mô hình, phương pháp mới (DevSecOps, Design Thinking, Shiftleft Testing, CICD, Agile…); theo thực tế áp dụng và ý kiến Khách hàng.
Đưa ra các mục tiêu, chương trình hành động để nâng cao mức độ tuân thủ quy trình như đánh giá nội bộ, số hóa quy trình.
Định nghĩa và triển khai thực tế các hoạt động đảm bảo chất lượng sản phẩm theo yêu cầu của Khách hàng, nội bộ
Đo đạc, đánh giá, phân tích các số liệu quy trình, chất lượng, tiến độ dự án; từ đó đưa ra các nguy cơ , xu hướng, vấn đề và đề xuất quy trình, chất lượng
Quản lý nhân sự QA, đào tạo và định hướng công việc cho nhân sự QA
Định hướng công cụ ứng dụng đảm bảo Quản lý chất lượng bao gồm yêu cầu phát triển công cụ và các công cụ thương mại như Jira, SVN, Power BI...","Tốt nghiệp đại học về các lĩnh vực Công nghệ thông tin, Điện tử viễn thông
Ít nhất 5 năm kinh nghiệm tại vị trí QA (Quality Assurance) trong lĩnh vực phát triển phần mềm, trong đó ít nhất 3 năm ở vị trí quản lý
Đã tham gia triển khai ít nhất 1 trong các tiêu chuẩn CMMi, ISO
Có khả năng tìm hiểu, nghiên cứu để làm chủ/ triển khai áp dụng các quy trình quản lý sản xuất tại đơn vị như Agile, CICD
Đọc hiểu tài liệu tiếng Anh tốt, giao tiếp ở mức cơ bản
Ưu tiên có các chứng chỉ quốc tế liên quan như PSM, CSQA, Lead Auditor...
Ưu tiên có thêm kinh nghiệm quản lý nhóm CSKH, tiếp nhận phản ánh CNTT
Tư vấn bất cứ vùng quy trình nào theo mô hình tổ chức đơn vị và yêu cầu SLA
Phân tích, thẩm định số liệu chất lượng
Sử dụng thành thạo các công cụ, phần mềm của công ty ( Microsoft, Dashboard, Power BI, Confluence, Jira, SVN...)","PQA, Team Management, QA QC, ISO 27001, IT Audit, Manager, IT Services and IT Consulting, Software Development Outsourcing, Software Products and Web Services"
14,Senior Software Engineer - Frontend,ShopBack,Ho Chi Minh,You'll love it,Not specified,"Phát triển giao diện người dùng cho các ứng dụng nội bộ sử dụng ReactJS vàTypeScript.
Phối hợp với team backend để tích hợp API và đảm bảo luồng dữ liệu mượt mà, chính xác.
Tối ưu hiệu năng hiển thị và trải nghiệm người dùng.
Tham gia vào quá trình phân tích yêu cầu, thiết kế UI/UX, và đóng góp ý tưởng cải thiện sản phẩm.
Đảm bảo chất lượng code thông qua review, viết test và tài liệu hóa.","Có ít nhất 2 năm kinh nghiệm làm việc với ReactJS.
Thành thạo TypeScript, HTML, CSS (hoặc TailwindCSS là một lợi thế).
Hiểu rõ cách hoạt động của React hooks, component lifecycle, state management (ví dụ: Redux, Context API).
Có kinh nghiệm làm việc với RESTful API.
Có khả năng làm việc độc lập và chủ động trong công việc.
Sử dụng tốt Git và quen với quy trình làm việc nhóm.
Điểm cộng
Kinh nghiệm với các thư viện UI như Ant Design hoặc tương tự.
Biết viết unit test với React Testing Library hoặc Jest.
Có kiến thức cơ bản về tối ưu SEO, performance frontend.
Đã từng làm việc với ứng dụng nội bộ doanh nghiệp là một lợi thế.","ReactJS, HTML5, CSS, TypeScript, Frontend Developer, IT Services and IT Consulting, Cyber Security, Network and Infrastructure"
15,Senior Java Backend Engineer,LINE Technology Vietnam,Ha Noi,You'll love it,Not specified,"Trung tâm Công nghệ thông tin là đơn vị xây dựng, triển khai, duy trì các hệ thống phần mềm, số hóa các quy trình thuộc lĩnh vực quản trị doanh nghiệp (tài chính, tài sản, kho, mua sắm, nhân sự...) trong Tập đoàn, triển khai các công cụ phần mềm hỗ trợ nghiệp vụ cho các đơn vị trực thuộc. Đồng thời, trung tâm cũng nghiên cứu và triển khai các giải pháp ERP nhằm nâng cao năng lực quản trị, nâng cao hiệu quả sử dụng tài nguyên (bao gồm cả tài nguyên con người), nhất quán về cách thức quản lý và đảm bảo tính tuân thủ của Viettel trên toàn cầu. 
Phát triển backend (sử dụng NodeJS/Java/PHP), đảm bảo đáp ứng đúng các yêu cầu nghiệp vụ.
Phối hợp với các bộ phận liên quan để làm rõ yêu cầu kỹ thuật, xây dựng kiến trúc hệ thống và tích hợp dữ liệu.
Tham gia viết unit test, kiểm thử chức năng và xử lý lỗi trong quá trình triển khai.
Deploy code trên server test và production.
Giám sát và đảm bảo hệ thống vận hành ổn định, tối ưu.
Nghiên cứu và đề xuất cải tiến hiệu năng, kiến trúc hệ thống, công nghệ mới nhằm nâng cao chất lượng sản phẩm, tối ưu hóa hệ thống để xử lý dữ liệu lớn.
Các công việc khác theo phân công của quản lý","Tốt nghiệp Đại học loại khá trở lên chuyên ngành CNTT, KHMT hoặc các ngành liên quan.
TOIEC >=550 hoặc tương đương.
Có ít nhất 3 năm kinh nghiệm lập trình backend (sử dụng NodeJS/Java/PHP).
Có kiến thức và tư duy lập trình hướng đối tượng (OOP).
Có hiểu biết về CI/CD
Có kiến thức về cơ sở dữ liệu.
Có kiến thức về an toàn thông tin
Có hiểu biết về quy trình phát triển phần mềm theo mô hình Agile/Scrum.
Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...).","NodeJS, Java, PHP, OOP, CI/CD, Backend Developer, Telecommunication"
16,Senior Software Engineer - Backend,ShopBack,Ho Chi Minh,You'll love it,Not specified,"Trung tâm Công nghệ thông tin là đơn vị xây dựng, triển khai, duy trì các hệ thống phần mềm, số hóa các quy trình thuộc lĩnh vực quản trị doanh nghiệp (tài chính, tài sản, kho, mua sắm, nhân sự...) trong Tập đoàn, triển khai các công cụ phần mềm hỗ trợ nghiệp vụ cho các đơn vị trực thuộc. Đồng thời, trung tâm cũng nghiên cứu và triển khai các giải pháp ERP nhằm nâng cao năng lực quản trị, nâng cao hiệu quả sử dụng tài nguyên (bao gồm cả tài nguyên con người), nhất quán về cách thức quản lý và đảm bảo tính tuân thủ của Viettel trên toàn cầu. 
Phát triển backend (sử dụng NodeJS/Java/PHP), đảm bảo đáp ứng đúng các yêu cầu nghiệp vụ.
Phối hợp với các bộ phận liên quan để làm rõ yêu cầu kỹ thuật, xây dựng kiến trúc hệ thống và tích hợp dữ liệu.
Tham gia viết unit test, kiểm thử chức năng và xử lý lỗi trong quá trình triển khai.
Deploy code trên server test và production.
Giám sát và đảm bảo hệ thống vận hành ổn định, tối ưu.
Nghiên cứu và đề xuất cải tiến hiệu năng, kiến trúc hệ thống, công nghệ mới nhằm nâng cao chất lượng sản phẩm, tối ưu hóa hệ thống để xử lý dữ liệu lớn.
Các công việc khác theo phân công của quản lý","Tốt nghiệp Đại học loại khá trở lên chuyên ngành CNTT, KHMT hoặc các ngành liên quan.
TOIEC >=550 hoặc tương đương.
Có ít nhất 3 năm kinh nghiệm lập trình backend (sử dụng NodeJS/Java/PHP).
Có kiến thức và tư duy lập trình hướng đối tượng (OOP).
Có hiểu biết về CI/CD
Có kiến thức về cơ sở dữ liệu.
Có kiến thức về an toàn thông tin
Có hiểu biết về quy trình phát triển phần mềm theo mô hình Agile/Scrum.
Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...).","NodeJS, Java, PHP, OOP, CI/CD, Backend Developer, Telecommunication"
17,Senior Backend Developer - PHP/Laravel,Daoukiwoom Innovation,Ho Chi Minh,You'll love it,Not specified,"Trung tâm Công nghệ thông tin là đơn vị xây dựng, triển khai, duy trì các hệ thống phần mềm, số hóa các quy trình thuộc lĩnh vực quản trị doanh nghiệp (tài chính, tài sản, kho, mua sắm, nhân sự...) trong Tập đoàn, triển khai các công cụ phần mềm hỗ trợ nghiệp vụ cho các đơn vị trực thuộc. Đồng thời, trung tâm cũng nghiên cứu và triển khai các giải pháp ERP nhằm nâng cao năng lực quản trị, nâng cao hiệu quả sử dụng tài nguyên (bao gồm cả tài nguyên con người), nhất quán về cách thức quản lý và đảm bảo tính tuân thủ của Viettel trên toàn cầu. 
Phát triển backend (sử dụng NodeJS/Java/PHP), đảm bảo đáp ứng đúng các yêu cầu nghiệp vụ.
Phối hợp với các bộ phận liên quan để làm rõ yêu cầu kỹ thuật, xây dựng kiến trúc hệ thống và tích hợp dữ liệu.
Tham gia viết unit test, kiểm thử chức năng và xử lý lỗi trong quá trình triển khai.
Deploy code trên server test và production.
Giám sát và đảm bảo hệ thống vận hành ổn định, tối ưu.
Nghiên cứu và đề xuất cải tiến hiệu năng, kiến trúc hệ thống, công nghệ mới nhằm nâng cao chất lượng sản phẩm, tối ưu hóa hệ thống để xử lý dữ liệu lớn.
Các công việc khác theo phân công của quản lý","Tốt nghiệp Đại học loại khá trở lên chuyên ngành CNTT, KHMT hoặc các ngành liên quan.
TOIEC >=550 hoặc tương đương.
Có ít nhất 3 năm kinh nghiệm lập trình backend (sử dụng NodeJS/Java/PHP).
Có kiến thức và tư duy lập trình hướng đối tượng (OOP).
Có hiểu biết về CI/CD
Có kiến thức về cơ sở dữ liệu.
Có kiến thức về an toàn thông tin
Có hiểu biết về quy trình phát triển phần mềm theo mô hình Agile/Scrum.
Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...).","NodeJS, Java, PHP, OOP, CI/CD, Backend Developer, Telecommunication"
18,"Backend/Platform Engineer (Java or Golang, DevOps)",GEEK UP,Ho Chi Minh - Ha Noi,You'll love it,Not specified,"Trung tâm Công nghệ thông tin là đơn vị xây dựng, triển khai, duy trì các hệ thống phần mềm, số hóa các quy trình thuộc lĩnh vực quản trị doanh nghiệp (tài chính, tài sản, kho, mua sắm, nhân sự...) trong Tập đoàn, triển khai các công cụ phần mềm hỗ trợ nghiệp vụ cho các đơn vị trực thuộc. Đồng thời, trung tâm cũng nghiên cứu và triển khai các giải pháp ERP nhằm nâng cao năng lực quản trị, nâng cao hiệu quả sử dụng tài nguyên (bao gồm cả tài nguyên con người), nhất quán về cách thức quản lý và đảm bảo tính tuân thủ của Viettel trên toàn cầu. 
Phát triển backend (sử dụng NodeJS/Java/PHP), đảm bảo đáp ứng đúng các yêu cầu nghiệp vụ.
Phối hợp với các bộ phận liên quan để làm rõ yêu cầu kỹ thuật, xây dựng kiến trúc hệ thống và tích hợp dữ liệu.
Tham gia viết unit test, kiểm thử chức năng và xử lý lỗi trong quá trình triển khai.
Deploy code trên server test và production.
Giám sát và đảm bảo hệ thống vận hành ổn định, tối ưu.
Nghiên cứu và đề xuất cải tiến hiệu năng, kiến trúc hệ thống, công nghệ mới nhằm nâng cao chất lượng sản phẩm, tối ưu hóa hệ thống để xử lý dữ liệu lớn.
Các công việc khác theo phân công của quản lý","Tốt nghiệp Đại học loại khá trở lên chuyên ngành CNTT, KHMT hoặc các ngành liên quan.
TOIEC >=550 hoặc tương đương.
Có ít nhất 3 năm kinh nghiệm lập trình backend (sử dụng NodeJS/Java/PHP).
Có kiến thức và tư duy lập trình hướng đối tượng (OOP).
Có hiểu biết về CI/CD
Có kiến thức về cơ sở dữ liệu.
Có kiến thức về an toàn thông tin
Có hiểu biết về quy trình phát triển phần mềm theo mô hình Agile/Scrum.
Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...).","NodeJS, Java, PHP, OOP, CI/CD, Backend Developer, Telecommunication"
19,"Backend Software Engineer (Python, Django)",Koidra Tech,Ho Chi Minh,"700 - 1,000 USD",Not specified,"Giao tiếp với khách hàng Nhật về tất cả các vấn đề liên quan đến dự án
Phân tích và phát triển dựa trên module khách hàng yêu cầu bằng VBA
Xác minh và xây dựng các tài liệu thiết kế
Quản lý tất cả tài liệu đi và đến của dự án
Phối hợp chặt chẽ với Trưởng Bộ phận để theo dõi và kiểm soát tiến độ của các dự án","Tốt nghiệp ĐH Chuyên ngành CNTT hoặc các chuyên ngành liên quan
Kinh nghiệm làm việc ở vị trí Pre-BrSE/ BrSE và đã sử dụng VBA tối thiểu 6 tháng
Trình độ tiếng Nhật tương đương N3 trở lên, mạnh dạn và sẵn sàng giao tiếp, làm việc trực tiếp với khách hàng Nhật
Ưu tiên có kinh nghiệm thiết kế
Ưu tiên đã có kinh nghiệm quản lý teamsize 3-5 người","Japanese IT Communication, Japanese, VBA, Bridge System Engineer (BrSE), Software Development Outsourcing"
20,Chuyên viên phát triển phần mềm (Python Developer),SSI Securities Corporation,Ha Noi,You'll love it,Not specified,"Trung tâm Công nghệ thông tin là đơn vị xây dựng, triển khai, duy trì các hệ thống phần mềm, số hóa các quy trình thuộc lĩnh vực quản trị doanh nghiệp (tài chính, tài sản, kho, mua sắm, nhân sự...) trong Tập đoàn, triển khai các công cụ phần mềm hỗ trợ nghiệp vụ cho các đơn vị trực thuộc. Đồng thời, trung tâm cũng nghiên cứu và triển khai các giải pháp ERP nhằm nâng cao năng lực quản trị, nâng cao hiệu quả sử dụng tài nguyên (bao gồm cả tài nguyên con người), nhất quán về cách thức quản lý và đảm bảo tính tuân thủ của Viettel trên toàn cầu. 
Phát triển backend (sử dụng NodeJS/Java/PHP), đảm bảo đáp ứng đúng các yêu cầu nghiệp vụ.
Phối hợp với các bộ phận liên quan để làm rõ yêu cầu kỹ thuật, xây dựng kiến trúc hệ thống và tích hợp dữ liệu.
Tham gia viết unit test, kiểm thử chức năng và xử lý lỗi trong quá trình triển khai.
Deploy code trên server test và production.
Giám sát và đảm bảo hệ thống vận hành ổn định, tối ưu.
Nghiên cứu và đề xuất cải tiến hiệu năng, kiến trúc hệ thống, công nghệ mới nhằm nâng cao chất lượng sản phẩm, tối ưu hóa hệ thống để xử lý dữ liệu lớn.
Các công việc khác theo phân công của quản lý","Tốt nghiệp Đại học loại khá trở lên chuyên ngành CNTT, KHMT hoặc các ngành liên quan.
TOIEC >=550 hoặc tương đương.
Có ít nhất 3 năm kinh nghiệm lập trình backend (sử dụng NodeJS/Java/PHP).
Có kiến thức và tư duy lập trình hướng đối tượng (OOP).
Có hiểu biết về CI/CD
Có kiến thức về cơ sở dữ liệu.
Có kiến thức về an toàn thông tin
Có hiểu biết về quy trình phát triển phần mềm theo mô hình Agile/Scrum.
Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...).","NodeJS, Java, PHP, OOP, CI/CD, Backend Developer, Telecommunication"
1,Manual/Automation Tester - Quality Analyst (QA QC),MiTek Viet Nam,Ho Chi Minh,"900 - 1,600 USD",Not specified,"CƠ HỘI LÀM VIỆC VỚI PRODUCT HỆ THỐNG LỚN - CAREER PATH RÕ RÀNG - WORK-LIFE BALANCE!!!
MÔI TRƯỜNG PHÁT TRIỂN MỚI NHẤT: SỬ DỤNG AI (GEMINI/ CHAT GPT/ GITHUB COPILOT)
 Rakus Việt Nam là công ty 100% vốn đầu tư từ RAKUS Co., Ltd. - công ty nổi tiếng hàng đầu tại Nhật Bản cung cấp các dịch vụ đám mây (SaaS), giúp các doanh nghiệp điều hành hoạt động của mình một cách nhanh chóng, tiện dụng nhất.
Chúng tôi đang tuyển dụng 2 vị trí Middle/Senior Manual Tester: 
LÀM VIỆC OFFLINE FULLTIME TẠI VĂN PHÒNG HEADOFFICE QUẬN 12.
Tham gia team phát triển Hệ thống Web Application đang được sử dụng bởi hơn 10,000 Công ty tại Nhật Bản.
 Nếu:
・Bạn đang là Middle/Senior Manual Tester và mong muốn phát triển thành Team Leader trong tương lai.
・Bạn mong muốn môi trường làm việc lâu dài (ít nhất 3 năm trở lên)
・Bạn có năng lực tập trung và thích tìm hiểu sâu về 1 hệ thống.

Hãy đến với Rakus Việt Nam.
Là một Tester của Rakus VN, bạn sẽ chịu trách nhiệm đảm bảo chất lượng phần mềm & sản phẩm Web Application của chúng tôi, thực hiện nhiệm vụ kiểm thử như sau:
- Tạo test case chi tiết và tiến hành kiểm thử phần mềm.
- Thực hiện test, log lỗi và theo dõi tiến độ fix bug, gồm: Functional test, regression test, smoke test, Monkey test, integration test.
- Quản lý và theo dõi vòng đời các vấn đề trong hệ thống
- Kiểm soát chất lượng đảm bảo hệ thống/sản phẩm được tạo đúng như thiết kế
- Cải tạo/cập nhật các test cases hiện có để tăng hiệu quả và độ tin cậy
- Phối hợp chặt chẽ nhóm lập trình để đảm bảo chất lượng sản phẩm
- Báo cáo với Project Manager/ Project leader, tương tác với team phát triển để hiểu sản phẩm và các tính năng của chúng.","Yêu cầu cơ bản:
• Có từ 3 năm kinh nghiệm trở lên trong lĩnh vực Test Manual.
• Hiểu được các ứng dụng trên nền tảng Cloud, có kinh nghiệm trong kiểm thử Web app, đặc biệt là kiểm thử các Web app dựa trên ngôn ngữ Java.
• Có khả năng đọc hiểu tài liệu tốt.  
• Có khả năng trình bày tốt khi viết test case. 
• Có kiến thức tốt/ kinh nghiệm về quy trình và kỹ thuật Kiểm thử, có các kỹ năng kiểm thử (viết test cases, thực hiện Testcases, phát hiện lỗi, report lỗi, kiểm tra lỗi)
• Kỹ năng phân tích, điều tra sự ảnh hưởng tốt.
• Khả năng làm việc độc lập và cẩn thận, tỉ mỉ
• Khả năng tự quản lý và quản lý thời gian tốt, kỹ năng giải quyết vấn đề tốt
• Có tinh thần trách nhiệm trong công việc
• Kỹ năng giao tiếp tốt.
 Ưu tiên:
• Có kiến thức automation testing hoặc nền tảng về chuyên môn IT
• Có thể đọc hiểu tiếng Anh cơ bản
 Được cung cấp 100 % New Laptop ram 16GB + 2 màn hình cho nhân viên mới.","QA QC, Tester, Manual Tester, Software Products and Web Services"
2,"DevOps (Linux, Java, Golang, JavaScript)",OnePay,Ha Noi,You'll love it,Not specified,"JOB DESCRIPTION
  Design and manage Kubernetes Helm charts and CI/CD pipelines for secure, scalable rollouts.
Operate and secure Linux-based infrastructure
Manage PostgreSQL
Design, implement, and manage cloud infrastructure on platforms such as AWS
Develop and maintain robust CI/CD pipelines using tools like Jenkins, GitLab CI/CD, GitHub Actions, AWS Codebuild, AWS CodePipeline
Automate infrastructure deployments using Infrastructure as Code (IaC) tools such as Terraform
Implement comprehensive monitoring, logging, and alerting solutions using tools such as ELK
Proactively identify technical gaps in existing solution designs, conduct research and development to propose improvements, and take the lead in executing and implementing the recommended solutions.
Ensure systems adhere to security best practices, perform security assessments, and apply patches proactively.","MUST HAVE:
  At least 2 years of experience in DevOps roles, especially in international software projects
Experience with public cloud platforms: AWS
Experience with following languages: powershell script, bash script
Familiarity with databases and messaging systems: PostgreSQL
Experience with Docker, Kubernetes or another container based system
Experience with IaC tools: Terraform
Experience with logging system Kibana
Experience with Jenkins or similar tools
Familiarity with networking concepts (TCP/IP , DNS, firewalls, load balancers)
MUST be good at verbal/non verbal English
NICE TO HAVE:
Experience with one of the following tools: Ansible, Team City, Github Action
Willing to work over the weekend to when production server have issues
Experience to migrate on-premise system into cloud","AWS, Linux, PostgreSql, DevOps, Cloud, Docker, DevOps Engineer, IT Services and IT Consulting, Software Development Outsourcing, AI, Blockchain and Deep Tech Services, Healthcare, Financial Services"
3,"Software Development Engineer (C#, SQL, Javascript)",Beyondsoft Technology (Vietnam) Company Limited,Ho Chi Minh,You'll love it,Not specified,"Trung tâm Công nghệ thông tin là đơn vị xây dựng, triển khai, duy trì các hệ thống phần mềm, số hóa các quy trình thuộc lĩnh vực quản trị doanh nghiệp (tài chính, tài sản, kho, mua sắm, nhân sự...) trong Tập đoàn, triển khai các công cụ phần mềm hỗ trợ nghiệp vụ cho các đơn vị trực thuộc. Đồng thời, trung tâm cũng nghiên cứu và triển khai các giải pháp ERP nhằm nâng cao năng lực quản trị, nâng cao hiệu quả sử dụng tài nguyên (bao gồm cả tài nguyên con người), nhất quán về cách thức quản lý và đảm bảo tính tuân thủ của Viettel trên toàn cầu. 
Phát triển backend (sử dụng NodeJS/Java/PHP), đảm bảo đáp ứng đúng các yêu cầu nghiệp vụ.
Phối hợp với các bộ phận liên quan để làm rõ yêu cầu kỹ thuật, xây dựng kiến trúc hệ thống và tích hợp dữ liệu.
Tham gia viết unit test, kiểm thử chức năng và xử lý lỗi trong quá trình triển khai.
Deploy code trên server test và production.
Giám sát và đảm bảo hệ thống vận hành ổn định, tối ưu.
Nghiên cứu và đề xuất cải tiến hiệu năng, kiến trúc hệ thống, công nghệ mới nhằm nâng cao chất lượng sản phẩm, tối ưu hóa hệ thống để xử lý dữ liệu lớn.
Các công việc khác theo phân công của quản lý","Tốt nghiệp Đại học loại khá trở lên chuyên ngành CNTT, KHMT hoặc các ngành liên quan.
TOIEC >=550 hoặc tương đương.
Có ít nhất 3 năm kinh nghiệm lập trình backend (sử dụng NodeJS/Java/PHP).
Có kiến thức và tư duy lập trình hướng đối tượng (OOP).
Có hiểu biết về CI/CD
Có kiến thức về cơ sở dữ liệu.
Có kiến thức về an toàn thông tin
Có hiểu biết về quy trình phát triển phần mềm theo mô hình Agile/Scrum.
Ưu tiên ứng viên có kinh nghiệm tích hợp hệ thống và triển khai ứng dụng trên nền tảng cloud (AWS, GCP,...).","NodeJS, Java, PHP, OOP, CI/CD, Backend Developer, Telecommunication"
4,Senior| Mid UI UX Designer (Communicate in English),TechVSI,Ho Chi Minh,Very attractive!!!,Not specified,"★ What you will do
Work closely with Product Managers, and Developers to deliver excellent user experiences
Create  and  or prototypes to articulate the desired experience to wide audiences
Knowledgeable in Design Toolsets: Sketch or Figma, Zeplin, InVision, etc.
Translate high-level requirements into beautiful, intuitive, and functional user interfaces
Conduct research to identify user requirements
Review the usability, visual language and integrity of the product regularly
Design and manage visual guidelines of the project
Implement and iterate on designs and flows to ensure consistency across product’s platforms.","At least 2 year hands-on experience in #UI design of responsive  and  (Android/iOS)
Expertise in standard #UI software such as   suite (, , ), etc.
Understanding of web element properties, basic ,  framework for responsive web (Nice to have)
English is requested
Proficiency in design tools: Figma, Adobe Creative Suite or similar.
Demonstrate a track record of delivering requirements in a dynamic environment.
Proficiency in typography, sketching, composition, layout, color, iconography, illustration, and the presentation of information is a plus.","UI-UX, Design, Adobe, Figma, Axure, Sketch, UX/UI Designer, AI, Blockchain and Deep Tech Services"
